client_id,sex,type,age
2750217690,1,1,38
3328125775,0,1,59
2169696748,0,1,25
3260318219,0,1,61
2369709645,0,1,36
3060980108,1,1,26
2094340959,1,1,33
595302472,0,1,50
3325153039,1,1,36
2159003896,0,1,43
3088232489,1,1,46
3338405970,0,1,18
3000479578,0,1,23
1279508827,0,1,27
348036141,1,1,51
347282404,0,1,45
350016381,1,1,43
348859488,1,1,61
2427128445,1,1,39
2284778250,0,1,31
3309433043,0,1,53
3416646809,1,1,54
2588835463,1,1,47
752374431,1,1,35
1339317392,0,1,44
3415934627,1,1,37
349002692,1,1,30
2927510154,1,1,33
3154656252,1,1,37
348534241,1,1,40
788390905,1,1,34
1133300280,0,1,37
2653557059,0,1,65
346714285,0,1,71
3328101712,1,1,35
765782356,1,1,60
3416014103,1,1,34
480463631,0,1,40
3171051843,0,1,43
2664315878,1,1,53
2079557196,1,1,21
2284464275,1,1,55
347761761,0,1,47
2928080328,0,1,36
3413881719,1,1,19
1998849339,0,1,48
3334963984,0,1,27
3259722795,1,1,45
347786679,1,1,47
359846255,0,1,42
2924210161,1,1,47
2143328883,0,1,50
2259107981,1,1,30
1488183977,1,1,51
460076707,0,1,49
3378411291,0,1,23
2990190407,0,1,31
3254309768,0,1,23
3242178213,0,1,36
743330823,0,1,28
3343861318,1,1,32
2755580555,1,1,52
2457583009,0,1,29
910243452,0,1,40
2904923519,1,1,26
2030522246,0,1,40
3406184714,0,1,50
3262096432,0,1,54
881445888,0,1,32
2666580557,0,1,52
3338318473,1,1,44
2681756292,0,1,53
2900441370,0,1,27
3312921078,0,1,30
1428065757,1,1,56
997348296,1,1,44
3306578321,1,1,21
3262053897,0,1,40
3335607535,0,1,35
2589374521,0,1,22
1953085988,1,1,24
2911139076,0,1,34
2589277622,1,1,27
550237590,1,1,44
1523446390,1,1,55
3160483945,0,1,55
1488482260,0,1,27
2778211575,1,1,41
2585828218,0,1,23
2418726271,1,1,31
349137605,0,1,53
347765664,0,1,34
2463241474,1,1,48
3414561032,0,1,24
347877551,1,1,42
3343506564,0,1,30
347296825,1,1,63
2589271615,1,1,45
2150429264,0,1,27
3000069134,0,1,33
1281893656,1,1,29
349526667,0,1,70
497402920,0,1,31
3413950190,1,1,45
790849644,1,1,47
2434039946,0,1,27
2463418688,1,1,26
1143041742,1,1,57
2666422637,1,1,41
781859559,0,1,48
1167386700,0,1,33
348799722,0,1,34
3413901960,1,1,27
2589531841,0,1,57
347001091,0,1,64
1259708190,0,1,37
3079985568,0,1,30
3006720949,0,1,42
3230631981,1,1,42
2196018789,0,1,40
2588967461,0,1,24
2314401375,1,1,47
2128490094,0,1,35
1670025444,1,1,33
1497724085,0,1,29
2924294018,1,1,33
347960144,0,1,60
2511064761,0,1,34
1454344012,0,1,33
1266964918,1,1,59
1318459608,1,1,27
2832911471,0,1,56
2394317101,1,1,41
809410914,1,1,57
928765154,0,1,30
2034411234,1,1,48
2466178634,1,1,21
3343722642,1,1,42
2589539842,1,1,30
2022285388,1,1,66
550350563,0,1,25
2009748934,0,1,55
3150612931,0,1,24
928802465,1,1,56
2460411506,0,1,35
2510733086,1,1,56
3334071490,0,1,34
2092740829,1,1,53
2810021167,1,1,56
1017173887,0,1,58
3335593944,0,1,34
347086221,1,1,37
3415910657,1,1,27
2434243206,1,1,34
3006343978,0,1,39
349243093,0,1,31
1508418864,0,1,40
2267851024,0,1,34
2092296605,1,1,43
914914343,0,1,33
347875138,0,1,46
2825628454,0,1,40
2681627810,1,1,31
2211887557,1,1,32
431985874,0,1,26
3339009615,1,1,49
570277875,1,1,52
1165095318,0,1,35
494400664,0,1,50
1334760779,0,1,40
2758492180,1,1,29
453487453,1,1,46
2988008287,1,1,56
593989183,1,1,30
1299085068,0,1,40
992001479,1,1,26
2488147501,1,1,53
2511014607,1,1,26
3421403117,0,1,39
1859211473,0,1,32
2514135085,1,1,42
414580523,1,1,58
348854954,0,1,74
349408285,0,1,66
1089890600,1,1,42
949017642,0,1,29
3219494618,0,1,31
1897643503,0,1,54
1763069232,0,1,39
3239325789,0,1,55
2672371875,0,1,37
2749158701,0,1,43
393383837,1,1,49
347503688,0,1,37
348744212,0,1,73
2404647098,1,1,45
2964067004,0,1,28
3400567053,0,1,28
349506559,1,1,31
2832507793,0,1,27
2057176640,1,1,55
349382353,0,1,49
2502302796,1,1,61
2143755314,1,1,43
2593559883,0,1,54
3008785932,1,1,22
2450012107,0,1,33
3338790448,0,1,31
1683846267,1,1,62
3415877105,0,1,35
2591968414,0,1,34
2589014227,1,1,24
2436049697,1,1,35
1621740172,1,1,33
2666946088,1,1,21
3338635200,1,1,53
3158214468,0,1,22
968792800,1,1,58
3239714527,0,1,26
2223277041,0,1,23
746631986,1,1,51
2125073298,0,1,28
1216219129,1,1,54
1995386963,1,1,60
2875824081,0,1,53
2295878758,0,1,41
2112215904,1,1,35
822155440,0,1,30
2355381895,1,1,41
3236579087,0,1,31
2024020590,1,1,35
347464662,1,1,57
2449723705,0,1,61
2062315320,1,1,49
2604380220,0,1,29
3170683873,1,1,48
2656605891,1,1,23
2591472211,0,1,62
349662959,1,1,59
2446939813,0,1,31
2570904455,1,1,32
356513640,0,1,52
2836238759,1,1,33
1749990041,0,1,34
2391591258,0,1,28
1975725012,0,1,34
2396832873,0,1,36
497422456,1,1,57
3257262424,0,1,37
3008859966,0,1,25
347962733,1,1,63
1929720663,0,1,52
1553068652,0,1,31
1425154120,1,1,44
1521003363,0,1,22
2391233233,0,1,31
2657519228,0,1,56
2156805443,0,1,60
1036373815,0,1,38
2588831944,1,1,44
3242841961,0,1,32
3069742973,0,1,33
2812769020,1,1,56
2532469560,1,1,45
348230628,1,1,65
2223280753,1,1,26
463177008,0,1,34
348624921,1,1,37
3239320822,0,1,21
1353859774,0,1,27
3414267518,0,1,51
2492296073,1,1,26
2092325028,0,1,29
3234198350,0,1,33
2561475858,0,1,43
3186586786,0,1,34
348083497,0,1,31
2391375665,1,1,35
348881606,1,1,52
1821619093,0,1,32
807285768,1,1,33
2775385354,1,1,40
2591926107,0,1,48
349566371,1,1,54
2115967241,0,1,52
2281710893,0,1,35
2992964330,0,1,47
1412151055,1,1,54
2755626510,0,1,29
2963357405,1,1,30
1621734943,0,1,38
2251295118,0,1,50
2460800567,0,1,49
2589523017,0,1,19
2378775288,0,1,41
348719309,1,1,68
3400724815,0,1,31
2593742919,0,1,33
2865434509,0,1,36
2825946384,0,1,49
3335560067,0,1,22
3324514004,0,1,32
605314954,0,1,58
2331431610,0,1,70
3006676614,0,1,32
3406964921,0,1,31
348705082,1,1,52
2023945092,1,1,39
835889965,0,1,29
2347793917,1,1,54
2279096690,1,1,58
3378305070,1,1,42
2223277112,0,1,64
2706308121,0,1,58
2158833057,1,1,22
365563379,0,1,31
3416007773,1,1,33
2794449024,0,1,58
1843082596,0,1,23
3414249429,0,1,27
348508669,1,1,30
2583702511,0,1,49
3262322534,1,1,30
1046874427,1,1,31
348181142,0,1,30
348509385,1,1,52
3415723391,1,1,46
348997447,0,1,46
634901466,0,1,60
2728836577,1,1,23
3338802197,0,1,51
1787610308,0,1,43
2911706204,0,1,54
3389378331,1,1,20
848855729,1,1,37
2446620368,1,1,54
3414492843,0,1,34
349518364,1,1,40
3334499364,0,1,30
3174527722,0,1,23
3301383761,0,1,60
2039297218,0,1,62
2984211205,0,1,37
2749105505,0,1,40
3400195825,1,1,31
3421320346,1,1,51
2388376175,1,1,47
2077080355,0,1,37
2890520702,0,1,28
347254722,1,1,51
3415898995,0,1,27
372844289,1,1,46
518243624,0,1,35
2466436509,1,1,44
1289486589,1,1,55
3414288390,0,1,30
3260283975,1,1,31
348013529,1,1,57
3020018277,0,1,31
3400252541,1,1,49
2378967851,0,1,24
3045543650,1,1,53
349673034,0,1,34
2754906510,0,1,29
347534882,1,1,45
2615654130,0,1,55
349097259,1,1,63
348935306,0,1,68
348449200,1,1,65
2666445791,0,1,34
2030354931,1,1,60
2104727333,0,1,24
437618956,0,1,48
1834537131,0,1,68
2451088078,1,1,28
1958071613,0,1,23
1564637203,1,1,49
2024260383,1,1,43
347238648,0,1,43
441323375,0,1,31
977611839,0,1,65
2423876611,0,1,49
2112212034,0,1,42
3400068190,0,1,33
582575455,1,1,47
2834366571,1,1,57
1886528300,1,1,53
2806187391,1,1,32
3414343271,0,1,40
349987611,1,1,53
2498862435,0,1,38
2717942470,1,1,51
2498965721,0,1,52
349056497,1,1,51
1270266795,1,1,53
2986858679,1,1,22
1135388278,1,1,40
3343897264,1,1,42
348825713,0,1,54
1357782969,0,1,55
2840883250,1,1,30
2511065150,1,1,64
3343449872,0,1,21
2350363031,0,1,36
1436523480,0,1,51
353580231,0,1,31
2272918521,0,1,48
513430021,1,1,49
1965610707,0,1,31
1998540246,0,1,30
3414199865,0,1,23
3420673933,0,1,32
2002158425,1,1,37
2591926723,1,1,34
2517263334,1,1,54
2415322535,0,1,29
2984538825,0,1,30
2001691723,0,1,47
822257207,0,1,55
959059147,0,1,30
3328366034,0,1,25
2591868841,0,1,38
2840424998,1,1,44
407567195,1,1,56
1421861432,0,1,31
2298133109,1,1,27
1323718498,0,1,50
2312225302,1,1,62
2498954115,1,1,42
1067100196,0,1,32
1402279820,0,1,49
349428073,1,1,46
348420293,0,1,56
2552094238,1,1,32
2990981750,0,1,42
2666620913,1,1,22
2810251892,0,1,49
702691010,0,1,65
588060546,0,1,31
3338339265,1,1,22
2889653740,0,1,51
1353567199,0,1,42
3343968258,0,1,55
3003774720,1,1,50
1538465482,0,1,36
551519510,0,1,41
914823409,0,1,30
2376520091,1,1,32
2561094259,0,1,62
1488234349,0,1,30
3415922550,0,1,38
2373246438,0,1,49
1929405010,0,1,43
1013999432,1,1,26
1422053550,0,1,27
2664348308,1,1,23
3335591220,0,1,56
2488193661,1,1,33
2914475231,0,1,46
2924270710,1,1,29
3262351565,1,1,35
349820734,1,1,46
1414505059,0,1,27
625359770,1,1,41
2591375620,1,1,62
1414927618,1,1,58
1400039993,0,1,54
1859555688,0,1,36
1121279447,0,1,31
1192264814,1,1,28
743382079,0,1,33
3261998501,1,1,32
2022305764,0,1,48
2488554290,0,1,37
2325344017,0,1,39
347454454,0,1,44
3335557236,1,1,20
347393644,1,1,33
3006284634,0,1,36
346844833,0,1,32
1582795052,0,1,39
3416039172,1,1,34
3060597599,0,1,57
2927768149,1,1,27
2427098283,0,1,32
3339050578,1,1,48
1997747538,1,1,33
3090185864,1,1,38
2729309519,0,1,61
692588616,1,1,46
2836284422,1,1,55
570463355,0,1,34
1167218416,0,1,28
349552816,0,1,55
943722325,0,1,31
3072609240,0,1,48
484636912,1,1,50
2214894899,0,1,40
3338896096,1,1,30
2927740177,0,1,55
736539176,0,1,38
3087956506,1,1,54
349013226,0,1,49
2819014639,0,1,43
3338673239,1,1,33
1172307520,0,1,43
3147710301,1,1,23
2156801235,0,1,54
3121066503,1,1,20
2607201597,1,1,41
2079910118,0,1,34
348298411,1,1,48
2549397595,1,1,31
2924087066,1,1,21
3148090722,1,1,49
2180732384,1,1,29
347389874,1,1,58
348202119,0,1,39
347154390,0,1,42
3262437411,0,1,31
348922486,0,1,29
1737211985,0,1,66
2306981626,0,1,52
1147213985,0,1,56
3338595608,0,1,37
2088914800,0,1,53
3254443697,0,1,24
3414637848,0,1,24
1321292677,0,1,48
3295254691,1,1,33
1963136039,1,1,45
2832453422,1,1,60
3262292819,0,1,52
1218755251,0,1,48
469861148,0,1,53
2813564488,1,1,49
2832708544,0,1,29
3327333779,0,1,26
2593758127,1,1,33
349290331,1,1,49
2812861661,0,1,53
3415791006,0,1,23
2226884133,0,1,43
347653101,0,1,59
2373999432,0,1,39
2923814043,1,1,50
1773770114,0,1,40
2664647887,1,1,53
2074367907,0,1,45
349642762,1,1,54
348018141,0,1,50
347319490,1,1,45
3392592927,0,1,63
913268735,0,1,25
3216507772,0,1,45
3259743719,0,1,55
349009912,1,1,45
356548340,1,1,44
3414242311,1,1,35
1259814212,1,1,42
2337472625,1,1,32
2666374868,1,1,21
641893075,0,1,62
2004645771,1,1,39
2987540049,1,1,32
2834300325,1,1,26
350004471,1,1,53
1816255149,1,1,40
2318607331,0,1,58
2350103873,1,1,33
350023893,0,1,66
2735225170,1,1,37
2618528087,0,1,41
359844459,1,1,44
2331756603,1,1,42
2251115914,1,1,31
2248265794,0,1,27
3325096946,0,1,60
944023487,1,1,23
3259785068,0,1,57
554090654,0,1,61
2307163913,0,1,47
2813047051,1,1,47
3414541565,1,1,30
2571056345,0,1,28
3338670251,0,1,69
2460551147,1,1,61
2404587313,0,1,21
2593751114,0,1,30
935657126,1,1,43
3306193931,1,1,53
3400626044,0,1,61
442614495,0,1,35
2927768322,0,1,52
2517397955,0,1,65
2094243805,0,1,27
2729334488,1,1,58
3413855063,0,1,51
1212133972,0,1,36
1305679596,1,1,29
2527087972,0,1,37
2433765301,1,1,30
973471123,0,1,40
2163353701,0,1,27
1072990006,0,1,36
2514739670,1,1,57
1142845851,0,1,30
349350300,1,1,42
3260245538,0,1,29
348772960,0,1,41
1969601420,1,1,33
1850570678,1,1,21
3335043516,0,1,45
3414335164,0,1,51
1548697008,0,1,35
3174936714,1,1,40
2449519209,0,1,28
348038471,1,1,61
518074389,0,1,35
2990987462,1,1,46
2166112892,1,1,36
2813685087,1,1,32
2331835360,1,1,20
2122721436,1,1,37
2657612680,0,1,29
1425015491,1,1,48
673410502,0,1,47
1845347329,0,1,54
2276431582,0,1,51
3056371200,1,1,43
1505760294,1,1,30
786438921,1,1,35
2160785671,0,1,47
348500035,0,1,47
2591640931,0,1,59
1538342305,0,1,35
3414330705,1,1,32
2461026055,0,1,29
1854066859,0,1,28
1794510364,0,1,31
348697066,1,1,59
2264500408,0,1,62
2588949162,0,1,29
1143079042,1,1,55
348455334,1,1,32
3171143874,0,1,36
3216910513,1,1,21
3420740227,1,1,55
3420687816,1,1,36
2755532001,1,1,33
1957916920,0,1,51
3413874067,1,1,45
2899915299,0,1,21
3080830100,1,1,44
3080744203,0,1,23
349390606,0,1,57
349774928,1,1,56
2905330051,0,1,33
2027910186,1,1,51
3315121481,0,1,41
2387751787,1,1,33
725588225,1,1,58
762404745,1,1,54
2816519545,1,1,29
347196161,0,1,43
2460992996,1,1,42
348155048,0,1,31
347133712,0,1,50
349445047,0,1,55
2143307811,1,1,26
3006557316,0,1,30
3324472911,1,1,24
3256995299,1,1,33
347976741,1,1,50
347697857,0,1,58
1221150821,1,1,32
3170932008,0,1,29
1229284257,0,1,40
467132438,0,1,28
347098332,0,1,60
1366483045,1,1,22
2517668343,0,1,27
3209296674,1,1,45
2378901743,1,1,64
1490688814,0,1,50
347214294,1,1,64
2435978748,1,1,40
3007087884,0,1,35
2706977571,0,1,32
2664781755,0,1,47
346751043,0,1,50
436635814,1,1,44
691181272,0,1,38
1400047836,0,1,62
1311224313,0,1,58
348361382,1,1,57
887779579,1,1,39
587098723,0,1,51
995149209,1,1,30
2427083539,0,1,47
2818860751,0,1,23
348065532,1,1,41
2924155688,1,1,30
347169743,0,1,29
2897400769,0,1,36
2226865664,0,1,37
2268129308,0,1,61
1897663194,1,1,55
2905920808,1,1,58
3163297997,0,1,53
655393388,1,1,50
2243552498,1,1,29
348823650,0,1,38
346954163,0,1,57
1917858688,1,1,34
3416403304,1,1,36
3416379958,0,1,27
2383626643,1,1,34
349605871,1,1,41
2174152586,0,1,30
349065157,0,1,61
3322335834,1,1,30
1856794902,0,1,26
2223160407,1,1,46
2693089433,0,1,39
2355272800,0,1,24
2232327644,1,1,32
2488577925,0,1,27
3421088157,1,1,22
2904922728,0,1,40
2654332627,1,1,56
3239510744,0,1,39
2167046539,0,1,29
421998929,1,1,48
3416015942,0,1,66
3260299162,1,1,46
1240154207,1,1,46
3315496722,0,1,52
2077155819,1,1,33
3239382071,0,1,22
3321949733,1,1,43
989928264,0,1,47
347240709,0,1,40
989725259,0,1,53
2185379651,1,1,44
2745478489,1,1,47
2355658918,0,1,26
346755919,1,1,36
2666742973,0,1,22
349549769,0,1,42
3260201339,1,1,60
2383517910,1,1,45
454538543,1,1,49
3254143111,1,1,21
2209306488,0,1,45
2552004484,1,1,35
2710221928,0,1,28
764186263,0,1,37
832153739,1,1,55
1022266027,1,1,41
2514242240,0,1,43
346966230,0,1,42
348716361,1,1,50
349570544,0,1,35
3414383080,0,1,38
1427560814,0,1,53
2543135613,1,1,29
2836823992,1,1,43
2311791837,0,1,50
1342859349,1,1,47
347965371,1,1,53
348480220,1,1,49
605426459,1,1,52
2514789038,0,1,34
2422946145,0,1,50
2463248302,0,1,27
3076821418,1,1,34
356539861,0,1,56
348281482,0,1,45
2672240747,0,1,54
2034411399,1,1,46
3257527628,1,1,50
2750882556,0,1,29
2221407254,1,1,56
2772571440,1,1,55
3236800969,1,1,37
540358422,1,1,51
2666550309,0,1,32
2246183450,0,1,31
2421180601,0,1,31
928748872,1,1,42
1987241794,0,1,20
349347701,0,1,35
349173328,0,1,28
2074012107,0,1,52
2177474628,0,1,49
2573902148,0,1,51
2924342555,0,1,43
832149636,0,1,56
2358997580,0,1,52
2223172501,0,1,40
2514139708,0,1,49
3157580585,1,1,24
347932913,0,1,50
3338491967,0,1,50
1486145724,1,1,21
2328586347,1,1,46
349210861,1,1,52
349026456,0,1,31
348051203,0,1,50
3421562996,0,1,29
2543100562,0,1,31
3347556073,0,1,32
348094735,0,1,65
2365497329,1,1,28
1073085027,1,1,54
3087934739,0,1,39
3089894626,1,1,48
1051234211,0,1,35
2214925670,0,1,35
2744941478,1,1,27
1117267128,1,1,59
835775523,0,1,64
2434103064,0,1,28
3180931051,1,1,41
2314588686,0,1,38
899387998,0,1,68
2826430207,0,1,34
347547294,0,1,53
