,contract_id,summa zaloga,Вспомогательное оборудование,Гарантия,Гарантия резервных товаров,Денежные средства,Драгоценные металлы,Имущество ответственности,Крупно-рогатый скот,Недвижимость,Поручитель,Сберегательный депозит,Стоимость сельхоз техники,Уборка будущего урожая,collateral amount
103,3089862964,15030.0,1,0,0,0,0,0,1,1,0,0,0,0,3.0
104,3008958435,10400.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
105,2573796480,13097.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
106,2367739561,18200.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
107,2755657599,15000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
108,3001226484,24037.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
109,2924072512,6357.0,0,3,0,0,0,0,0,0,0,0,0,0,3.0
110,3421362817,21185.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
111,3089528363,32500.0,1,0,0,0,0,0,1,0,1,0,0,0,3.0
112,2158825037,20395.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
113,3339120437,6630.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
114,3088190430,1256.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
115,3262405699,13336.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
116,1957715378,16419.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
117,2755889426,2419.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
118,2146252213,15000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
119,2281896528,68080.0,1,0,0,0,0,0,1,1,0,0,0,1,4.0
120,3421509982,65250.0,0,0,0,0,0,0,1,1,0,0,1,1,4.0
121,3420824212,12095.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
122,2666790725,15595.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
123,3338914533,22900.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
124,2594142391,3840.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
125,1523590354,45753.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
126,2591649458,30060.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
127,3421459107,26440.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
128,2717798653,3835.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
129,2755645122,11319.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
130,3160926872,19500.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
131,2755791914,16035.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
132,3339003413,37820.0,0,0,0,0,0,0,1,1,0,0,1,1,4.0
133,2027962390,15519.0,0,0,0,0,0,0,0,0,2,0,0,0,2.0
134,2816548468,21710.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
135,3416130268,3264.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
136,2756028082,35152.0,0,0,0,0,0,0,0,1,1,0,0,0,2.0
137,2585856893,17002.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
138,2836270876,22750.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
139,3158118574,1612.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
140,3335349897,1710.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
141,2227721718,13000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
142,3327981025,27417.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
143,3260205776,53400.0,0,0,0,0,0,0,1,1,1,0,0,0,3.0
144,3254648788,52500.0,0,0,0,0,0,0,1,1,1,0,0,0,3.0
145,3416258042,20440.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
146,3339121386,60040.0,0,0,0,0,0,0,1,1,1,0,0,1,4.0
147,2594051570,16500.0,0,0,0,0,0,0,1,1,0,0,1,0,3.0
148,3171122030,16500.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
149,3344255533,1871.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
150,3170993960,5785.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
151,2755806675,16000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
152,2836830714,22720.0,0,1,0,0,0,0,0,0,0,0,0,0,2.0
153,2637933868,157733.0,1,0,1,0,0,0,0,1,1,0,0,0,4.0
154,3262082928,53390.0,0,0,1,0,0,0,0,1,1,0,0,0,3.0
155,3080611590,13000.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
156,2077369456,35420.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
157,2298320959,14340.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
158,3089690700,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
159,3421225804,3619.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
160,2347554075,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
161,3262039855,5110.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
162,2571171703,31732.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
163,2902660075,33800.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
164,2666770266,7280.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
165,2993087626,37550.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
166,3001003900,1805.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
167,2591459319,3616.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
168,2367840152,23998.0,0,2,0,0,0,0,0,0,2,0,0,0,4.0
169,3415945069,37575.0,0,0,0,0,0,0,1,1,1,0,0,0,3.0
170,2367648688,37498.0,0,1,0,0,0,0,0,1,1,0,0,0,3.0
171,2816498346,15617.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
172,1407012969,11700.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
173,2584137817,7620.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
174,3236948016,56144.0,0,0,0,0,0,0,0,1,1,0,0,1,3.0
175,3421741276,30045.0,0,0,1,0,0,0,0,1,0,0,0,0,2.0
176,3344290351,5361.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
177,2082601959,13845.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
178,3421352644,35060.0,0,0,0,0,0,0,0,1,1,0,0,0,2.0
179,3338960405,3973.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
180,3343794698,32464.0,0,0,1,0,0,0,0,1,0,0,0,0,2.0
181,3416325365,24000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
182,2987079896,3872.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
183,3089830419,19500.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
184,2223543227,36422.0,1,0,0,0,0,0,0,1,0,0,0,0,2.0
185,2893223019,32564.0,0,0,0,0,0,0,0,1,1,0,0,0,2.0
186,1323861358,4513.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
187,3416509836,20930.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
188,2902669961,22698.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
189,3403615674,5477.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
190,3315246750,13960.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
191,2928284126,1024.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
192,2593781967,23557.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
193,2358406388,19525.0,1,0,0,0,0,0,0,1,0,0,0,0,2.0
194,3328010834,17010.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
195,2736358720,15000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
196,3338485630,15000.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
197,3006933294,17115.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
198,3416419352,1330.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
199,3339144794,5559.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
200,3072617940,17600.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
201,3416458466,3838.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
202,3148334625,16575.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
203,3262540067,26660.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
204,1749855825,12000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
205,1321355246,4500.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
206,3262600316,22500.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
207,2585731262,2778.0,0,3,0,0,0,0,0,0,0,0,0,0,3.0
208,2645105029,26000.0,0,0,0,0,0,0,1,1,1,0,0,0,3.0
209,3067051833,26370.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
210,3403121038,23000.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
211,2755515679,9100.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
212,3416458439,5615.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
213,3420909025,9997.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
214,2650602055,5330.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
215,3343753043,5250.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
216,3056462298,4500.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
217,2593902777,1990.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
218,3006807071,2024.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
219,3421806289,6146.0,0,2,0,0,0,0,0,0,0,0,0,0,3.0
220,3421461297,37500.0,0,0,0,0,0,0,1,1,1,0,0,0,3.0
221,3416661337,3705.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
222,3178202746,2208.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
223,3242331731,26486.0,0,0,1,0,0,0,1,1,0,0,0,0,3.0
224,3077034469,8886.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
225,1959749602,22600.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
226,1960026440,15000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
227,2028092801,22500.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
228,3344356172,3267.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
229,3089741060,1108.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
230,2818947401,13715.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
231,2418598587,3348.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
232,3416396010,3824.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
233,3327922059,13365.0,1,0,0,0,0,0,1,1,0,0,0,0,3.0
234,3009258426,22700.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
235,3262483850,15000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
236,3421551477,16997.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
237,3239487378,13000.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
238,3175275334,31173.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
239,3236521651,94050.0,0,0,0,0,0,0,1,1,0,0,1,0,3.0
240,3242719885,26032.0,0,0,0,0,0,0,0,1,1,0,0,0,2.0
241,2673055701,32500.0,0,0,1,0,0,0,0,1,1,0,0,0,3.0
242,2908445620,7012.0,0,3,0,0,0,0,0,0,0,0,0,0,3.0
243,2276571598,33540.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
244,2908782290,25755.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
245,3178333022,15000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
246,3416500700,1837.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
247,2296254522,60575.0,0,0,0,0,0,0,1,1,1,0,0,1,4.0
248,3262215776,15815.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
249,2223373613,7345.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
250,3338961673,2536.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
251,3416502861,12000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
252,3315704526,60565.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
253,3070009435,21230.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
254,3309989082,106000.0,0,1,1,0,0,0,0,1,0,0,0,0,4.0
255,2710477764,8257.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
256,3420700908,3794.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
257,3262439709,21071.0,0,0,0,0,0,0,1,1,0,0,1,0,3.0
258,2755960115,5083.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
259,2836835783,1984.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
260,3262557959,21450.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
261,3260257332,30030.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
262,2158718008,8060.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
263,2928312577,6002.0,0,3,0,0,0,0,0,0,0,0,0,0,3.0
264,2914381450,1643.0,0,3,0,0,0,0,0,0,0,0,0,0,3.0
265,2574110787,3298.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
266,3178259757,26215.0,0,0,0,0,0,0,1,1,0,0,1,0,3.0
267,3315204720,26000.0,0,0,0,0,0,0,0,1,0,0,0,1,2.0
268,2140825315,52550.0,1,0,0,0,0,0,1,1,0,0,0,1,4.0
269,2755637416,30272.0,0,0,1,0,0,0,1,1,0,0,0,0,3.0
270,2221319836,36070.0,1,0,0,0,0,0,0,1,1,0,0,0,3.0
271,3427350579,37500.0,1,0,0,0,0,0,0,0,1,0,0,0,2.0
272,3339236333,137300.0,0,0,0,0,0,0,1,1,1,0,1,1,5.0
273,3089964799,5748.0,0,1,0,0,0,0,0,0,0,0,0,0,2.0
274,1051365245,56417.0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
275,3257321773,26325.0,0,0,0,0,0,0,1,1,1,0,0,0,3.0
276,3093230059,19502.0,0,0,1,0,0,0,0,1,0,0,0,0,2.0
277,3011558822,25311.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
278,2502447824,1920.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
279,3092998955,11497.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
280,1754095763,20020.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
281,2931238081,13130.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
282,1950481397,4380.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
283,3181639440,66500.0,1,0,0,0,0,0,0,1,1,0,0,0,3.0
284,2561493611,12000.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
285,2931002127,6064.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
286,2230622448,14445.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
287,3160956493,22610.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
288,2676346892,21775.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
289,2791633830,1103.0,0,1,0,0,0,0,0,0,0,0,0,0,2.0
290,2758799293,11251.0,0,3,0,0,0,0,0,0,0,0,0,0,4.0
291,3347914727,45300.0,0,0,0,0,0,0,1,1,1,0,0,1,4.0
292,3238976106,57430.0,1,0,0,0,0,0,1,1,1,0,0,0,4.0
293,3048776389,36837.0,1,0,0,0,0,0,1,1,0,0,0,0,3.0
294,2369729866,15600.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
295,2576723190,74140.0,0,0,0,0,0,0,1,1,2,0,0,0,4.0
296,2331715187,52040.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
297,3427341889,30415.0,1,0,0,0,0,0,0,1,0,0,0,0,2.0
298,3093105349,43077.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
299,2750267559,1180.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
300,3260022987,5723.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
301,2588780919,30440.0,0,0,1,0,0,0,1,1,0,0,1,0,4.0
302,3347937782,7476.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
303,1822287979,20174.0,0,0,1,0,0,0,1,1,0,0,0,0,3.0
304,2520401908,44977.0,0,0,0,0,0,0,1,1,1,0,0,0,3.0
305,1862448369,8563.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
306,3242574637,4144.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
307,3003755347,30540.0,0,0,0,0,0,0,1,1,1,0,0,0,3.0
308,3178921602,9268.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
309,3347869612,13293.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
310,2676584760,28305.0,0,0,0,0,0,0,1,1,1,0,0,0,3.0
311,3382315944,7500.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
312,3257384045,31523.0,0,0,1,0,0,0,1,1,1,0,0,0,4.0
313,2573820796,57204.0,0,0,1,0,0,0,0,1,1,0,0,0,3.0
314,2840372025,3158.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
315,2758351924,4875.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
316,3427270698,3665.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
317,3003829816,1920.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
318,3158041304,10500.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
319,2161418485,18025.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
320,2589271411,19500.0,0,0,1,0,0,0,1,1,0,0,0,0,3.0
321,2501947718,26025.0,0,0,0,0,0,0,1,1,1,0,0,0,3.0
322,3222898102,21330.0,1,0,0,0,0,0,1,1,0,0,0,0,3.0
323,2650625587,12216.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
324,3347986064,13900.0,1,0,0,0,0,0,1,1,0,0,0,0,3.0
325,2930762089,26090.0,1,0,0,0,0,0,0,1,0,0,0,0,2.0
326,3242521633,26180.0,0,0,0,0,0,0,0,1,1,0,0,0,2.0
327,3416403881,2707.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
328,2591792558,3684.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
329,1821960568,25220.0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
330,3427859989,2784.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
331,3347987537,8090.0,1,0,0,0,0,0,1,1,0,0,0,0,3.0
332,3338894128,8278.0,0,2,0,0,0,0,0,0,0,0,0,0,2.0
333,3406899947,27525.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
334,2030607229,14895.0,0,0,0,0,0,0,1,1,0,0,0,1,3.0
335,3009372551,38500.0,0,0,1,0,0,0,1,1,1,0,0,0,4.0
336,3347605468,5453.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
337,2908315641,12000.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
338,2672592297,3209.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
339,3257341336,13150.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
340,3092780412,19500.0,1,0,1,0,0,0,1,1,0,0,0,0,4.0
341,2676298818,21210.0,0,0,1,0,0,0,0,1,0,0,0,0,2.0
342,2589428719,6537.0,0,0,0,0,0,0,1,1,0,0,0,0,2.0
343,1145078775,9824.0,0,0,0,0,0,0,0,1,1,0,0,0,2.0
344,2514485828,524000.0,1,0,0,0,0,0,0,0,1,0,0,0,2.0
